user_id,dest_id,rating,visit_duration,season_visited,would_revisit
174,6,4.7,9,spring,1
94,114,4.1,14,summer,1
319,28,4.6,11,winter,1
430,19,2.4,13,spring,0
208,62,1.3,13,summer,0
363,30,4.4,13,summer,0
139,92,2.4,14,autumn,0
360,80,1.1,9,spring,1
367,56,3.8,6,winter,1
322,16,4.5,3,autumn,0
402,167,3.8,1,summer,1
233,129,3.9,11,summer,1
292,49,5.0,10,spring,1
42,106,3.0,1,spring,1
480,133,3.1,2,winter,0
225,8,3.8,1,spring,0
329,132,4.3,13,summer,1
268,96,4.8,7,winter,1
305,21,2.6,14,winter,0
483,190,3.3,8,spring,0
308,120,4.4,8,spring,0
483,33,2.8,2,spring,1
94,49,4.5,10,spring,1
160,11,2.8,2,summer,0
187,131,4.4,6,spring,1
452,8,3.4,3,summer,0
187,185,2.4,3,autumn,0
310,39,2.1,7,autumn,1
440,58,2.8,14,winter,0
272,144,4.9,8,summer,0
236,126,3.1,12,autumn,1
338,89,1.9,14,winter,1
435,164,2.7,6,summer,0
237,37,3.8,2,spring,1
22,117,2.0,14,winter,1
52,60,3.4,1,winter,1
42,25,3.2,11,autumn,1
85,23,3.8,10,autumn,1
404,141,3.4,1,autumn,1
4,101,2.6,7,autumn,0
399,57,4.6,9,spring,1
457,196,3.4,14,autumn,1
331,145,2.1,13,autumn,1
231,172,3.4,14,winter,0
158,197,5.0,10,spring,1
191,27,2.1,9,winter,1
38,176,3.2,6,spring,0
20,4,3.5,12,winter,1
410,128,4.1,1,winter,1
310,28,4.1,1,autumn,1
320,101,3.0,3,winter,1
63,55,4.5,3,winter,0
424,194,4.3,5,winter,1
195,177,2.6,3,spring,0
55,128,2.5,6,spring,1
361,199,4.4,13,summer,1
246,105,3.4,2,summer,1
321,7,2.1,2,winter,0
454,31,5.0,3,summer,0
280,101,3.1,2,autumn,1
184,113,2.6,3,spring,0
137,174,3.4,9,summer,0
167,35,4.3,8,summer,1
58,37,3.4,12,spring,1
269,192,3.5,6,spring,1
466,190,4.0,6,autumn,1
100,81,3.2,2,spring,0
425,21,4.3,3,winter,0
363,55,4.1,3,spring,1
317,98,3.8,7,winter,0
148,129,1.9,8,winter,0
32,89,4.8,12,spring,1
319,156,4.4,5,autumn,0
308,16,3.2,9,winter,0
9,69,3.8,14,winter,1
95,73,2.4,3,spring,0
253,29,4.4,10,autumn,1
268,141,2.9,7,spring,0
344,41,1.5,9,winter,0
296,55,2.8,14,spring,1
466,70,1.2,2,autumn,1
458,164,3.0,7,spring,1
157,110,2.7,3,autumn,0
213,53,2.8,5,spring,0
327,107,1.9,8,summer,0
477,100,5.0,5,spring,1
376,79,3.7,8,winter,0
329,120,5.0,1,winter,1
397,109,4.3,5,spring,1
408,122,2.2,2,winter,0
380,120,4.5,6,winter,1
109,52,4.4,14,spring,0
488,43,2.8,14,autumn,1
150,79,2.7,3,spring,1
248,47,3.5,7,winter,1
137,166,3.7,8,spring,1
21,82,4.2,4,summer,1
100,145,1.4,14,autumn,0
332,36,2.6,11,winter,1
31,5,1.9,2,autumn,0
339,149,2.2,12,winter,1
484,115,5.0,2,winter,1
476,109,4.1,5,summer,1
17,154,2.9,2,winter,0
308,94,3.4,10,autumn,1
377,138,2.4,10,summer,0
153,180,3.7,12,autumn,1
499,29,3.7,3,winter,1
468,117,2.4,10,summer,0
121,113,3.4,11,autumn,0
9,4,2.7,13,winter,0
342,151,2.8,10,winter,1
476,67,2.1,7,spring,1
65,140,3.7,8,winter,0
84,61,2.8,8,winter,1
311,88,3.8,10,spring,1
396,34,3.5,11,summer,1
312,24,3.4,11,spring,1
377,161,4.5,1,winter,1
177,20,2.8,6,autumn,1
156,99,2.5,3,winter,1
462,5,4.6,12,summer,1
476,21,1.4,7,spring,0
230,109,5.0,9,summer,1
222,177,3.3,12,summer,0
87,105,1.8,11,winter,1
111,94,3.0,10,autumn,1
13,136,3.3,9,spring,1
359,142,3.4,3,winter,0
191,71,2.7,1,summer,1
349,124,1.8,3,winter,0
340,33,4.9,9,autumn,0
420,120,1.6,12,summer,1
493,77,2.7,13,winter,1
145,111,2.2,11,spring,1
329,152,2.8,2,summer,1
440,76,4.9,2,spring,1
456,80,4.8,1,summer,1
24,150,5.0,12,spring,1
131,52,1.7,6,autumn,1
385,8,2.5,2,spring,0
411,85,4.7,10,autumn,1
151,189,3.5,4,autumn,1
449,195,2.5,13,spring,1
306,25,4.1,6,spring,0
429,95,2.2,8,autumn,0
320,146,3.1,14,summer,1
9,27,3.6,5,autumn,0
375,20,3.3,7,winter,1
22,46,4.0,2,winter,0
410,130,2.3,14,autumn,1
103,80,4.9,4,spring,1
392,162,2.0,4,summer,1
32,8,5.0,14,summer,1
293,34,4.3,9,summer,1
138,134,4.4,11,spring,1
71,46,3.0,7,winter,1
104,177,3.0,10,winter,1
249,47,5.0,11,winter,1
201,38,2.1,2,winter,0
18,163,2.5,4,summer,1
270,172,2.6,5,summer,0
338,109,3.5,14,spring,0
74,121,3.2,2,autumn,1
114,157,5.0,9,summer,0
49,113,2.1,5,winter,0
461,58,2.4,5,winter,0
298,116,2.1,7,winter,0
485,67,3.2,4,winter,0
455,132,5.0,1,autumn,1
432,33,4.2,2,spring,1
108,79,2.9,11,autumn,0
121,37,3.5,2,winter,1
149,19,1.9,2,autumn,1
244,28,2.6,3,autumn,1
288,120,4.5,3,spring,0
175,131,3.5,13,spring,1
385,13,4.0,3,winter,1
497,47,3.0,11,summer,0
144,155,2.3,12,summer,1
309,57,3.1,11,spring,1
393,87,2.2,5,winter,1
455,102,3.5,6,autumn,1
84,4,1.9,3,summer,1
499,35,2.4,1,winter,1
35,184,2.8,2,summer,1
351,79,2.6,7,spring,1
95,44,2.5,5,autumn,0
321,170,3.7,12,spring,1
288,85,2.9,7,summer,1
307,182,2.7,2,spring,1
9,126,1.8,9,autumn,0
139,152,2.7,12,spring,1
420,90,1.9,8,summer,1
92,70,1.9,8,autumn,1
107,73,4.6,12,winter,1
365,109,3.1,11,autumn,0
268,129,4.5,9,autumn,1
72,66,4.0,5,summer,1
269,125,4.3,3,winter,1
423,166,2.2,10,summer,1
93,125,3.1,8,autumn,0
474,98,2.4,1,winter,1
60,130,3.8,4,spring,0
445,40,4.1,11,winter,1
317,92,1.9,7,autumn,1
342,38,3.0,5,autumn,0
130,9,3.7,5,winter,1
426,161,4.2,14,spring,0
55,1,4.6,11,summer,1
69,196,2.8,2,summer,0
414,133,2.3,7,autumn,0
283,187,2.8,13,autumn,1
323,24,3.0,10,summer,1
493,28,2.7,4,summer,1
337,86,1.0,11,winter,1
413,75,3.8,8,spring,1
368,113,3.3,7,summer,0
476,181,2.5,7,summer,1
101,142,2.0,10,winter,1
287,160,4.3,13,winter,1
195,131,4.1,3,spring,1
257,172,2.2,9,winter,1
255,34,3.0,11,winter,1
461,8,3.9,14,winter,1
53,1,4.5,2,summer,0
441,21,3.4,8,spring,0
184,77,4.0,10,spring,1
335,113,2.8,1,winter,0
199,72,2.0,9,spring,1
80,148,2.0,13,autumn,1
193,178,4.1,5,spring,1
393,179,2.3,8,summer,1
104,124,3.9,4,winter,1
103,65,2.6,12,winter,1
227,141,1.9,10,spring,1
71,74,3.7,14,winter,1
220,71,5.0,12,winter,1
390,66,4.2,8,summer,0
344,65,2.4,1,spring,0
25,110,4.8,9,autumn,1
390,181,2.4,14,summer,1
64,198,2.7,10,winter,0
14,199,3.2,12,summer,1
283,184,4.7,4,autumn,0
147,134,1.1,8,summer,0
250,71,4.3,1,autumn,1
353,114,2.4,14,spring,1
481,98,3.7,10,autumn,1
266,154,3.5,9,summer,0
252,110,3.3,3,autumn,1
34,128,1.1,12,winter,1
210,186,2.1,12,spring,1
434,189,3.9,9,spring,0
19,151,3.7,8,winter,0
73,38,1.7,14,spring,0
23,158,4.2,8,summer,1
87,31,2.9,3,summer,1
20,186,2.8,3,summer,1
136,81,1.9,4,spring,1
476,134,1.8,6,summer,0
319,37,2.3,9,autumn,0
307,122,3.1,11,winter,0
377,4,2.6,10,autumn,1
107,148,1.6,4,winter,0
88,27,3.9,3,autumn,1
271,94,4.3,7,autumn,1
57,157,3.6,6,spring,1
192,169,2.6,1,spring,0
45,81,1.9,11,spring,0
72,73,2.6,14,spring,1
386,175,3.8,10,autumn,1
0,79,2.5,9,spring,0
255,93,2.8,5,winter,0
250,142,2.8,2,autumn,1
328,74,5.0,7,spring,0
455,52,3.2,6,autumn,1
318,12,2.8,11,summer,1
385,30,2.0,6,spring,1
136,179,1.8,2,spring,1
212,151,2.7,14,summer,1
302,129,2.2,9,winter,0
167,166,3.1,7,spring,1
413,131,3.9,14,autumn,0
169,120,3.3,8,autumn,1
138,88,2.5,10,autumn,1
163,158,2.0,11,autumn,1
90,169,3.0,8,spring,0
425,182,4.8,10,spring,1
9,147,3.3,7,winter,1
76,12,1.7,5,spring,0
253,188,4.0,10,spring,1
16,138,2.0,14,spring,1
221,62,2.4,14,winter,0
310,125,2.8,13,autumn,1
46,42,2.5,4,summer,1
369,151,3.2,3,summer,1
63,180,3.5,9,summer,0
310,41,1.6,9,autumn,0
144,186,3.6,8,autumn,1
406,192,2.1,6,winter,1
300,109,3.1,4,spring,0
472,188,3.9,10,winter,1
492,113,2.3,10,winter,1
27,36,4.4,5,spring,1
198,71,2.3,13,autumn,0
151,111,4.3,5,summer,1
301,98,4.3,7,winter,1
95,162,3.1,11,spring,0
95,151,1.7,11,autumn,1
394,148,1.8,3,autumn,1
359,59,2.1,4,winter,1
132,100,2.6,7,winter,0
293,6,2.7,1,summer,1
106,33,4.6,14,winter,1
17,26,3.1,5,winter,1
327,119,4.2,13,summer,1
339,48,3.3,5,summer,0
4,183,3.9,4,summer,0
164,90,2.5,10,summer,1
448,74,4.1,4,spring,0
119,163,3.3,13,summer,1
17,163,3.6,11,winter,1
361,175,2.7,12,winter,1
175,155,1.7,6,winter,1
127,199,2.1,13,autumn,1
431,69,2.3,4,autumn,0
183,108,2.7,9,winter,1
189,32,2.4,6,autumn,0
33,89,3.4,14,autumn,1
473,185,1.8,4,winter,1
196,2,2.6,9,winter,0
90,163,3.6,1,spring,1
178,109,3.6,12,winter,1
35,157,4.0,14,winter,0
79,194,2.6,13,autumn,1
138,89,2.8,7,winter,1
314,179,3.2,7,autumn,0
344,154,3.6,9,winter,1
280,59,3.1,10,summer,0
146,44,4.3,2,winter,0
67,28,4.2,14,winter,1
324,61,3.7,7,summer,0
116,76,3.7,2,spring,0
196,126,2.9,12,summer,1
316,82,4.5,2,autumn,0
137,147,2.5,14,spring,0
20,9,3.6,5,winter,1
425,78,2.2,12,winter,1
172,33,4.7,10,summer,1
26,35,2.6,9,spring,1
69,132,3.9,10,autumn,1
159,125,2.5,10,winter,1
25,177,4.6,4,autumn,1
354,163,2.4,7,autumn,1
471,142,3.7,13,spring,0
186,124,3.6,6,autumn,1
102,97,2.2,4,summer,1
438,192,3.6,8,winter,1
460,64,1.7,13,spring,1
24,15,2.2,13,spring,1
223,173,5.0,6,summer,1
59,115,3.0,12,autumn,1
116,44,3.2,7,autumn,1
220,169,3.1,2,summer,1
74,147,4.4,14,autumn,0
341,33,4.1,3,spring,1
9,60,5.0,12,autumn,1
291,86,3.6,13,spring,0
436,2,4.0,8,winter,1
496,125,4.6,9,winter,1
124,129,2.0,2,spring,1
250,58,2.1,9,summer,1
204,132,2.3,9,summer,1
386,135,2.5,4,summer,1
95,130,4.3,8,spring,1
145,181,2.8,8,autumn,1
174,191,3.8,5,spring,1
335,153,3.2,10,winter,0
239,109,2.3,14,autumn,1
202,142,3.5,6,winter,0
387,32,1.8,6,winter,1
129,183,3.7,6,autumn,1
226,86,2.0,4,spring,1
150,140,4.4,1,spring,0
249,81,2.8,9,summer,1
204,49,3.2,9,winter,1
372,156,2.3,5,autumn,1
256,36,1.3,2,summer,1
245,85,2.7,1,spring,0
74,131,5.0,1,autumn,0
386,5,2.0,4,summer,1
314,174,3.0,3,summer,0
290,170,3.6,7,autumn,1
297,186,3.0,1,summer,1
181,33,3.0,2,winter,1
359,82,3.4,5,spring,1
188,93,4.4,1,winter,0
424,169,4.0,11,spring,1
489,100,4.3,4,summer,0
22,80,4.0,1,spring,1
471,91,4.5,2,winter,0
98,5,3.7,6,spring,0
496,105,4.3,10,summer,0
62,149,3.0,4,winter,1
415,197,3.5,6,summer,1
251,183,4.7,14,autumn,1
431,54,3.4,1,summer,1
85,82,4.3,12,spring,0
227,90,3.2,11,winter,1
314,24,4.6,8,winter,1
330,77,2.9,13,winter,1
327,121,4.8,5,summer,1
144,107,4.5,11,autumn,1
309,130,4.3,13,winter,1
413,74,4.2,11,autumn,0
9,138,1.1,6,winter,0
323,86,1.6,5,spring,0
108,7,3.1,14,spring,1
17,94,2.3,10,autumn,0
323,36,4.4,5,spring,0
306,143,2.9,11,autumn,0
240,118,4.8,9,spring,1
274,108,4.0,10,winter,1
155,143,3.1,5,summer,0
399,166,4.6,14,winter,1
326,174,4.8,1,spring,0
415,153,2.3,10,autumn,0
78,104,3.0,10,summer,1
473,131,3.3,9,autumn,0
3,185,1.8,3,spring,1
324,105,4.3,10,winter,1
401,160,1.5,12,summer,0
130,120,4.0,1,winter,1
271,141,4.1,10,summer,1
373,166,5.0,13,summer,1
256,109,2.2,12,winter,1
193,188,5.0,8,summer,1
2,32,2.7,4,summer,0
7,2,2.4,1,summer,1
76,162,4.7,12,summer,1
309,23,4.0,11,summer,0
363,91,4.7,12,winter,0
220,59,2.9,1,winter,1
64,122,3.3,3,autumn,0
391,67,2.4,12,winter,1
433,116,4.3,12,autumn,1
44,26,3.5,10,winter,1
426,70,3.7,6,spring,1
321,169,2.1,13,autumn,1
278,135,2.8,7,autumn,1
471,168,4.2,5,summer,0
467,104,3.4,4,autumn,1
134,42,4.4,14,spring,0
402,158,2.4,9,spring,0
410,112,2.5,6,autumn,1
3,46,2.1,1,autumn,1
452,7,2.4,8,summer,1
326,124,3.2,8,autumn,0
355,60,4.4,7,summer,1
147,82,4.2,5,autumn,1
309,110,2.3,12,summer,1
398,66,3.9,7,autumn,1
390,154,3.2,9,winter,0
227,32,4.0,5,summer,0
127,36,2.1,6,winter,1
8,76,4.2,10,winter,0
330,36,2.6,8,autumn,1
205,195,3.5,4,summer,1
473,61,4.0,12,summer,1
13,124,3.8,9,summer,1
317,27,2.9,14,winter,1
145,17,2.7,3,summer,0
126,156,4.9,7,winter,0
353,112,4.3,4,autumn,1
222,74,4.8,6,summer,0
184,186,2.6,13,autumn,0
54,59,5.0,9,spring,1
130,0,3.5,2,winter,0
464,19,4.2,14,autumn,1
17,42,2.8,9,spring,1
294,83,4.5,4,autumn,1
71,178,3.5,14,autumn,0
237,9,3.6,8,spring,1
231,101,2.4,1,autumn,1
421,115,4.9,14,autumn,1
283,113,1.9,12,winter,1
222,182,2.3,6,summer,1
373,181,2.7,12,spring,1
73,166,4.7,9,spring,0
437,59,2.9,11,winter,0
425,72,2.5,9,winter,1
485,38,2.8,8,spring,1
135,20,4.7,14,autumn,0
57,132,2.3,6,winter,0
28,91,4.7,3,winter,1
401,116,3.9,3,summer,0
36,70,4.8,10,spring,1
86,56,2.4,8,spring,1
340,49,5.0,11,spring,0
184,147,3.3,2,winter,1
476,88,4.2,6,winter,1
406,103,4.8,11,spring,1
31,183,4.1,12,winter,0
429,81,4.6,6,winter,1
1,152,3.6,1,winter,1
130,109,4.2,8,spring,1
472,12,3.6,1,winter,0
423,79,4.5,8,autumn,0
288,100,2.1,5,summer,0
245,77,1.6,6,summer,0
404,194,1.9,14,spring,1
95,81,2.7,5,summer,1
453,65,5.0,4,winter,0
470,196,2.4,14,autumn,0
77,9,3.5,5,autumn,1
148,179,2.9,2,autumn,1
411,38,4.0,12,autumn,1
358,19,1.9,11,summer,1
397,164,3.1,1,summer,0
252,82,3.8,1,winter,0
494,175,2.6,1,spring,0
180,92,2.8,1,autumn,1
156,194,3.5,13,winter,0
27,43,3.2,8,autumn,1
317,171,2.0,11,summer,1
480,13,2.0,12,summer,0
100,55,3.2,13,summer,1
426,92,3.1,6,spring,1
86,178,2.8,12,summer,1
439,147,2.6,11,winter,1
360,122,4.7,3,winter,0
97,165,3.2,13,spring,0
249,154,3.8,7,summer,0
293,64,5.0,6,autumn,1
232,31,3.5,3,spring,1
432,131,1.4,2,spring,1
131,81,2.5,11,winter,1
491,137,2.8,3,summer,1
393,132,4.1,13,autumn,0
81,98,1.9,2,autumn,1
404,150,3.9,11,winter,1
163,9,2.3,3,autumn,0
106,51,4.5,5,spring,0
24,52,1.5,1,spring,1
405,154,4.0,5,autumn,1
236,76,4.8,3,spring,0
499,17,2.2,3,spring,1
386,4,2.9,11,summer,0
289,57,1.3,2,autumn,1
166,41,2.1,1,autumn,0
88,53,2.0,13,winter,1
44,110,3.7,10,spring,0
244,34,2.5,6,autumn,0
255,10,3.8,8,winter,1
439,146,3.8,2,winter,0
38,59,2.5,8,autumn,1
58,172,2.8,9,summer,1
404,81,1.7,2,spring,1
311,184,3.1,1,summer,1
372,125,3.9,8,winter,1
374,148,2.5,5,winter,0
65,172,4.5,6,summer,0
389,176,3.5,1,spring,1
400,33,2.9,6,summer,0
477,135,4.8,3,summer,1
326,40,1.0,8,winter,0
422,16,3.9,1,winter,1
135,18,2.8,11,spring,0
221,76,4.3,7,summer,1
195,156,2.8,10,autumn,1
400,53,3.7,7,summer,1
11,68,1.9,10,spring,1
35,36,2.5,10,autumn,0
198,178,2.5,4,autumn,1
348,102,3.8,4,spring,1
80,106,2.6,2,winter,1
94,113,3.0,12,winter,1
117,133,2.7,14,winter,0
376,190,3.9,3,summer,0
265,15,4.5,5,autumn,1
491,113,3.2,6,spring,1
373,95,1.8,11,summer,1
133,122,3.1,13,autumn,0
70,175,2.6,14,winter,1
184,197,2.2,11,winter,1
274,37,2.7,7,autumn,0
411,55,5.0,8,summer,0
427,149,1.3,10,autumn,0
181,114,1.6,5,summer,0
4,26,3.3,12,autumn,0
218,99,3.1,9,spring,1
263,25,2.0,3,autumn,1
53,40,2.7,8,spring,0
138,159,4.3,5,summer,0
327,114,4.7,14,summer,1
275,11,4.6,3,winter,0
150,17,1.9,10,summer,0
33,107,3.2,8,summer,1
298,30,4.1,14,summer,0
383,90,2.5,6,autumn,1
150,171,3.2,7,summer,1
400,174,2.5,4,winter,1
430,93,2.9,7,summer,1
42,117,2.5,14,winter,1
145,110,3.2,7,winter,0
292,14,1.8,7,summer,1
461,67,1.3,1,summer,1
18,155,3.2,11,spring,1
445,81,4.6,11,summer,0
227,125,2.1,13,autumn,0
432,163,2.5,13,winter,0
321,141,4.4,2,spring,1
494,191,5.0,10,autumn,1
60,123,3.8,13,autumn,1
327,175,3.6,12,spring,1
157,151,2.4,8,autumn,1
35,157,3.5,5,summer,0
252,98,3.8,7,winter,1
92,115,2.7,9,autumn,0
185,117,4.6,11,autumn,0
168,192,4.5,8,summer,0
234,23,2.1,12,summer,1
238,72,2.3,13,winter,0
477,4,4.7,2,winter,1
278,170,3.3,4,winter,1
18,36,3.9,6,spring,1
171,38,2.2,2,autumn,1
432,180,5.0,6,autumn,1
166,117,1.0,4,summer,1
437,103,4.7,8,summer,0
441,36,3.3,8,spring,0
392,171,4.6,14,winter,1
271,140,4.3,6,autumn,1
156,18,2.2,7,summer,0
193,189,4.7,4,spring,0
149,61,4.6,8,autumn,0
470,184,2.7,13,autumn,1
318,169,2.3,8,autumn,1
488,153,3.3,5,spring,1
261,11,4.2,1,spring,1
387,69,1.6,5,spring,1
332,100,2.3,3,spring,1
498,29,4.5,10,winter,0
72,151,2.3,8,summer,1
124,90,4.3,3,summer,1
49,142,3.4,2,summer,1
334,39,3.8,5,summer,0
110,13,3.4,3,summer,1
141,97,1.9,2,spring,0
359,3,3.2,6,summer,0
428,10,4.6,14,summer,1
336,116,5.0,2,summer,0
262,76,4.2,5,autumn,1
193,194,4.7,6,spring,1
419,185,4.5,13,winter,1
404,86,3.0,10,autumn,0
478,123,4.3,11,winter,0
370,129,3.3,11,autumn,0
65,46,2.8,6,winter,1
185,73,5.0,14,spring,1
166,160,5.0,12,autumn,0
495,106,2.8,12,winter,1
139,196,3.6,11,autumn,0
390,165,3.0,9,winter,1
67,132,1.8,14,autumn,1
157,101,2.6,11,winter,1
401,42,3.1,9,summer,1
294,49,4.4,3,winter,0
159,34,3.1,9,spring,1
188,129,2.6,4,spring,1
271,52,5.0,13,summer,1
482,70,2.4,14,autumn,0
340,118,3.8,14,winter,0
287,185,2.4,13,spring,0
17,90,1.8,8,summer,1
248,81,3.5,8,winter,1
27,47,4.7,2,autumn,1
199,4,5.0,3,winter,1
464,44,4.2,4,summer,1
450,137,1.8,2,spring,1
70,178,4.9,4,spring,1
481,155,3.9,8,spring,1
196,20,5.0,10,autumn,0
0,132,4.2,2,autumn,1
402,47,5.0,7,autumn,1
206,37,4.6,13,summer,1
96,4,3.8,8,summer,1
380,51,1.8,13,summer,0
363,4,3.5,12,spring,0
241,122,3.0,12,winter,1
74,46,1.9,2,spring,1
265,116,2.1,14,spring,1
323,45,2.5,5,spring,1
211,135,2.2,9,winter,1
444,96,4.3,12,summer,1
116,11,4.0,7,autumn,1
328,181,3.2,1,winter,1
474,112,4.3,11,summer,1
424,180,3.5,1,summer,0
37,145,3.9,13,winter,1
238,19,2.5,4,spring,1
471,105,3.4,11,spring,1
246,154,4.8,8,autumn,0
139,32,3.3,2,summer,0
241,122,2.7,13,winter,1
104,42,2.3,7,autumn,1
199,17,4.2,4,autumn,1
214,173,1.8,3,summer,1
490,195,3.2,7,spring,1
62,107,3.7,9,autumn,1
86,147,2.3,8,spring,1
145,160,4.0,12,spring,0
397,117,2.1,2,spring,1
175,36,4.5,1,summer,1
108,7,1.9,6,summer,1
332,25,3.7,5,spring,1
55,179,2.1,11,summer,1
462,8,3.8,11,winter,1
150,77,4.8,13,autumn,1
400,182,4.7,4,winter,0
29,82,4.5,14,autumn,1
78,21,3.4,3,winter,0
156,152,3.3,8,winter,0
301,53,2.1,8,winter,1
485,61,3.3,1,spring,1
495,159,1.7,3,winter,1
431,165,3.7,9,spring,1
133,159,2.5,8,winter,1
433,134,3.7,12,spring,0
141,134,4.1,12,autumn,0
243,54,1.9,7,summer,0
214,117,1.0,12,autumn,1
112,1,1.9,6,spring,0
99,32,2.1,14,spring,0
31,98,3.3,5,autumn,0
363,125,4.2,4,spring,0
321,184,4.7,3,spring,1
444,87,4.8,12,summer,1
25,144,2.8,12,spring,0
24,126,1.8,1,autumn,1
309,27,2.0,11,winter,1
420,161,2.6,11,summer,0
3,5,4.7,10,summer,1
378,150,3.7,4,winter,0
235,12,4.7,11,winter,0
230,100,2.2,6,winter,1
202,38,1.9,11,summer,1
316,17,2.0,4,autumn,1
24,15,2.3,5,summer,0
308,149,4.9,1,summer,0
222,52,2.1,10,spring,1
173,176,3.2,14,autumn,1
249,116,2.3,11,summer,0
91,193,1.7,2,autumn,1
119,162,3.4,4,winter,1
104,137,3.6,1,summer,1
139,175,4.6,13,winter,1
324,117,1.9,8,winter,0
421,77,3.0,9,summer,0
21,129,2.5,5,summer,0
136,17,2.4,9,summer,1
151,198,4.3,12,summer,1
122,74,2.3,8,spring,1
109,164,2.7,14,autumn,1
375,78,2.7,9,summer,1
372,178,2.4,8,spring,1
79,86,3.3,3,winter,1
345,143,2.1,12,spring,0
301,175,3.7,1,autumn,0
356,184,3.1,9,winter,0
29,143,4.8,14,summer,1
191,20,2.4,4,spring,1
80,58,2.4,9,autumn,0
484,171,2.7,5,summer,1
431,153,3.8,7,spring,1
155,193,3.2,4,autumn,1
34,65,2.1,8,winter,1
343,103,2.7,14,autumn,0
180,1,4.3,3,summer,0
231,13,4.1,11,winter,1
117,9,3.3,9,summer,0
140,43,1.6,4,summer,0
391,0,3.6,14,autumn,1
338,186,2.3,7,summer,0
366,53,4.4,7,summer,1
312,139,2.1,2,winter,0
85,59,3.0,7,spring,1
272,6,4.9,6,winter,0
171,86,2.1,10,autumn,1
88,124,5.0,2,summer,0
149,21,1.8,4,winter,1
430,76,2.0,1,autumn,1
167,188,3.3,12,spring,0
89,120,1.5,2,summer,1
310,101,4.2,13,winter,1
432,26,2.5,14,autumn,0
88,121,4.3,10,spring,1
354,168,5.0,5,winter,1
131,42,2.0,7,spring,1
369,17,2.6,4,spring,1
126,20,2.6,11,spring,1
391,95,3.5,12,spring,1
93,60,2.0,12,winter,0
383,167,4.5,6,spring,1
335,129,2.3,3,spring,1
216,146,3.9,6,autumn,0
83,37,3.1,10,autumn,1
110,172,2.5,4,winter,1
390,134,4.6,2,winter,1
138,160,2.2,1,spring,0
379,120,4.9,5,spring,1
490,70,1.9,13,spring,1
394,139,1.5,8,summer,1
204,170,4.6,14,winter,0
379,22,2.0,11,summer,1
121,114,4.0,12,summer,1
398,63,2.6,4,summer,1
132,65,1.9,1,summer,1
333,148,3.0,6,spring,1
86,153,1.4,8,winter,1
27,54,3.9,14,autumn,1
380,46,4.5,6,spring,1
96,11,3.8,12,winter,1
40,44,2.6,5,autumn,1
174,183,4.2,4,summer,0
216,10,2.8,5,spring,1
330,133,3.8,9,spring,0
327,173,2.9,11,spring,1
114,175,2.7,6,spring,1
328,110,2.5,3,summer,1
337,107,2.5,7,winter,0
298,199,4.9,5,summer,0
248,22,4.7,12,winter,1
397,19,2.6,6,winter,1
328,107,3.4,4,summer,1
362,3,1.6,1,winter,1
99,155,2.3,2,spring,0
187,11,3.4,5,spring,1
32,175,3.1,4,summer,1
7,188,2.1,8,spring,1
47,26,3.8,11,winter,1
169,68,2.5,5,summer,1
165,45,3.4,1,summer,1
359,87,4.3,11,summer,0
239,67,3.0,14,summer,1
334,139,1.8,10,autumn,1
130,192,4.3,12,spring,0
82,145,4.7,4,winter,1
391,123,3.0,8,autumn,1
258,7,3.2,10,spring,1
348,172,3.7,1,winter,1
38,10,2.3,8,spring,0
103,28,3.0,14,summer,0
136,124,2.2,3,autumn,0
441,102,2.5,2,winter,1
24,140,3.2,14,winter,0
485,4,2.5,5,winter,1
306,42,3.6,11,spring,1
244,31,4.3,13,summer,0
283,166,5.0,13,winter,1
296,112,3.8,11,spring,1
254,29,4.0,7,summer,1
452,103,4.5,2,spring,0
333,93,2.9,14,autumn,1
431,30,4.3,11,spring,1
160,142,2.0,14,autumn,0
8,104,2.7,2,summer,1
287,191,3.4,13,autumn,1
442,161,5.0,2,summer,0
228,9,3.2,10,winter,1
230,132,2.4,4,winter,1
355,41,4.1,8,spring,0
363,31,5.0,14,winter,0
139,199,3.6,1,spring,0
355,67,3.0,4,summer,0
176,147,2.7,1,spring,0
395,52,3.0,7,spring,1
415,149,4.5,9,summer,1
255,176,4.4,11,spring,0
151,77,3.0,8,winter,1
366,97,2.7,3,summer,1
478,139,2.3,11,summer,1
30,185,4.3,4,winter,0
403,104,4.6,3,summer,1
38,65,5.0,4,spring,0
110,86,5.0,12,autumn,1
405,63,4.3,5,summer,1
194,156,4.4,4,winter,0
10,117,1.4,7,summer,1
130,170,3.8,8,summer,0
39,140,2.9,8,autumn,1
167,57,2.4,3,summer,1
285,150,2.7,11,autumn,1
420,109,4.3,1,spring,0
197,136,3.8,4,autumn,1
124,29,2.8,4,winter,0
404,184,2.0,8,autumn,1
322,178,3.8,13,autumn,1
174,22,5.0,2,autumn,1
221,94,3.2,2,autumn,0
85,147,3.2,11,spring,1
112,146,3.4,9,summer,1
240,162,4.1,13,autumn,1
41,35,2.0,5,winter,1
359,126,4.7,2,summer,0
454,169,2.4,7,summer,1
480,170,4.0,10,summer,1
250,50,2.4,4,spring,1
115,49,3.5,12,spring,1
8,156,2.1,2,summer,1
491,108,3.5,1,autumn,1
62,38,4.1,8,autumn,1
313,109,3.8,6,autumn,0
339,8,4.1,7,spring,1
200,148,2.3,6,autumn,1
452,158,2.3,14,winter,1
